Geneid,231_N,MCF12a_S,MCF12a_N,MCF10a_S,MCF10a_N,CA1d_S,CA1d_N,CA1a_S,CA1a_N,453_S,453_N,231_S
105369997,0,0,0,0,0,0,0,0,0,0,0,0
10537,0,0,0,0,0,0,0,0,0,0,0,0
105370045,4,1,34,0,1,0,0,0,0,1,111,9
105370059,2,0,0,0,2,0,0,0,0,0,0,0
105370098,0,0,0,0,0,0,0,0,0,0,0,0
105370172,80,25,22,197,337,0,15,0,34,27,9,43
105370288,2,0,0,18,0,0,0,36,0,0,0,0
105370295,0,0,4,0,0,101,0,0,0,0,0,0
105370296,25,0,0,14,5,0,18,0,5,0,0,7
105370297,0,0,0,0,1,0,1,0,0,0,0,0
105370362,8,42,7,12,2,0,0,0,0,6,5,14
105370367,35,14,14,56,12,0,16,22,0,191,237,69
105370368,127,1037,659,151,203,0,39,0,54,81,45,107
105370369,0,1,4,0,0,0,0,0,0,0,0,0
105370374,104,73,433,243,252,0,276,121,242,69,34,76
105370399,97,80,80,2,19,0,6,0,18,18,29,127
105370548,128,228,143,363,321,0,90,170,193,333,379,187
105370551,10,59,25,70,37,0,0,0,2,64,30,10
105370554,167,174,343,219,218,0,192,85,79,181,382,163
105370579,191,306,191,326,125,0,33,132,20,71,112,280
105370641,80,0,33,64,145,94,1,0,27,22,71,113
105370691,0,1,24,0,2,0,0,0,0,1,2,0
105370705,58,413,90,36,49,0,24,0,42,42,49,74
105370706,5,0,0,18,0,0,0,0,0,1,4,8
105370707,96,1039,611,222,236,8,31,71,88,0,0,89
105370708,0,22,32,1,0,0,10,0,0,1513,866,0
105370719,0,0,4,0,0,0,0,0,0,0,0,0
105370748,0,2,0,4,0,0,0,0,1,0,0,0
105370815,3,0,1,42,21,0,6,0,2,0,5,0
105370828,0,0,0,0,0,95,0,0,1,0,0,0
105370849,11698,0,1,8,4,0,0,3,32,3,2,12136
105370929,30,0,0,9,11,0,0,0,12,5,7,44
105370939,12,136,0,1,1,0,6,0,0,1,0,10
105370940,0,0,0,0,0,0,0,0,0,0,0,0
105370941,366,241,258,172,172,1,54,20,73,327,302,431
105370943,188,395,553,199,119,0,208,275,368,606,354,261
105370945,106,88,34,49,77,95,1,2,26,9,27,120
105370971,0,0,0,3,0,0,0,0,0,0,0,0
105370980,0,0,0,0,0,0,0,0,0,2,0,0
105371026,297,0,37,101,63,0,22,0,41,124,116,375
105371031,0,0,0,0,0,145,0,0,0,44,74,0
105371045,98,113,85,36,21,1,2,0,12,61,53,91
105371063,9,67,34,25,2,0,7,1,0,5,18,7
105371095,0,0,16,0,0,0,0,0,0,2,0,0
105371130,139,99,269,232,271,0,25,0,63,337,341,207
105371162,2,0,0,0,0,1,0,0,0,6,0,0
105371164,37,48,7,12,6,0,0,3,0,357,452,43
105371169,174,1208,481,376,333,79,291,74,478,758,337,214
105371176,0,0,0,0,0,0,0,0,0,0,0,0
105371179,0,0,0,0,0,0,0,0,0,0,0,0
105371184,162,447,251,92,69,0,922,149,109,223,185,96
105371190,0,0,0,0,0,0,0,0,0,0,0,0
105371191,0,0,0,0,0,1,0,0,0,0,0,0
105371192,0,0,0,0,0,1,0,0,0,0,1,2
105371215,0,0,0,0,0,0,0,0,0,0,0,0
105371242,4,1,4,1,4,0,0,2,20,0,22,13
105371253,0,0,0,0,0,0,0,0,0,0,0,0
105371346,188,0,52,23,6,0,8,0,0,31,42,175
105371371,923,199,861,72,63,1,63,60,80,198,155,1069
105371397,2180,1568,1888,2230,1569,290,746,755,1117,561,578,2226
105371405,6,439,237,58,29,0,24,12,21,82,84,4
105371409,225,40,29,10,16,572,71,57,32,22,18,261
105371414,4940,2439,3495,5529,4980,720,3313,736,1876,1790,1894,5205
105371417,14,1,70,2,19,0,20,0,47,72,60,31
105371419,1080,441,1155,342,449,0,114,174,169,498,637,1231
105371430,13,51,22,17,31,0,0,0,0,26,26,29
105371432,2,0,0,0,9,0,0,0,0,0,0,0
105371437,313,408,354,1097,1708,0,16,0,132,41,64,398
105371448,8,0,10,9,7,0,0,0,3,11,1,17
105371478,107,39,7,0,10,0,12,58,0,0,0,173
105371558,0,0,12,0,0,0,0,0,0,0,0,8
105371566,365,0,84,105,96,0,17,0,7,89,48,337
105371591,192,648,648,983,1056,5,246,460,503,341,317,216
105371592,193,2658,1464,1242,1209,110,285,59,548,457,423,249
105371697,329,776,1031,99,53,163,308,761,539,0,0,244
105371729,12,0,25,31,10,0,0,0,29,10,26,12
105371730,167,129,314,157,194,102,60,0,113,220,244,204
105371789,279,683,355,67,27,66,2182,88,3332,143,184,305
105371810,982,108,61,32,16,333,87,0,145,1,2,998
105371844,21,0,8,10,76,0,31,1,12,13,6,44
105371899,10,54,0,0,0,0,0,0,0,0,0,8
105371905,515,434,1302,1312,1569,134,606,696,650,713,528,605
105371906,14,0,0,0,0,1,0,0,0,3,0,20
105371907,11,0,0,2,5,4,5,0,2,33,3,19
105371910,23,239,99,28,25,0,12,65,17,33,61,14
105371921,927,173,278,583,681,0,40,48,222,523,573,906
105371930,2,0,36,60,47,0,0,0,4,3,1,3
105371931,1048,3655,2390,2252,1145,172,1491,740,1988,936,809,1281
105371932,456,2603,1329,309,117,0,105,135,236,206,244,455
105371933,1,0,0,0,0,0,0,0,0,2,0,3
105371934,194,544,323,291,378,233,1083,94,504,85,152,189
105371935,76,77,17,24,22,0,34,37,36,42,57,90
105371937,192,1635,786,170,173,88,155,295,1122,464,346,254
105371944,1,0,0,43,28,0,12,32,22,15,2,1
105372013,0,16,0,0,0,0,0,0,0,0,2,0
105372014,0,0,0,0,0,0,0,0,0,0,0,0
105372015,0,0,0,0,5,0,0,0,0,0,0,0
105372022,128,651,396,433,143,180,301,7,585,269,462,156
105372109,1,530,635,0,4,0,59,120,70,0,5,0
105372192,0,1,0,0,0,0,0,0,0,0,0,0
105372204,0,0,0,0,0,0,0,0,0,0,0,0
105372267,50,14,2,0,2,0,10,1,12,0,0,19
105372269,103,0,1,2,8,0,0,0,0,9,18,76
105372271,2,1,6,0,0,0,0,0,0,1,2,0
105372277,15,0,13,6,28,0,0,0,0,155,123,18
105372280,114,236,277,332,223,0,40,98,90,216,198,108
105372315,0,0,0,0,0,34,0,100,4,18,162,0
105372342,17,0,0,0,0,0,0,0,0,12,8,13
105372343,323,0,14,416,461,381,86,97,76,275,275,287
105372384,61,0,51,13,14,0,35,0,41,79,64,125
105372412,35,0,69,0,3,1,0,35,22,9,0,21
105372417,339,1721,762,745,411,3,46,117,192,204,122,327
105372474,0,0,0,0,0,0,0,0,0,1,0,0
105372476,547,390,556,401,287,0,434,130,318,194,266,633
105372478,2,0,0,1,0,11,0,0,0,2,2,0
105372483,824,1330,570,484,429,2,101,0,100,414,489,906
105372487,0,35,70,0,0,0,1,1,0,4,8,0
105372489,102,399,370,92,107,0,47,25,202,144,121,154
105372490,0,0,0,0,0,0,0,0,0,0,0,0
105372493,8,0,1,46,41,0,1,0,16,2,26,6
105372585,0,0,0,0,0,1,0,0,0,0,0,0
105372682,0,0,8,0,0,0,0,0,0,4,0,0
105372704,0,7,49,2,18,0,0,0,78,0,0,0
105372714,1,0,0,0,0,1,0,0,0,0,1,4
105372715,22,165,57,20,30,0,1,0,14,6,0,15
105372731,0,6,19,0,1,0,0,5,0,0,4,1
105372811,2,0,1,22,2,0,30,0,24,11,8,6
105372818,324,136,272,301,351,0,30,260,46,319,512,404
105372824,356,301,463,966,836,43,277,563,486,620,416,278
105372836,37,64,132,44,35,0,28,0,21,12,12,15
105372843,12,16,67,80,24,0,27,1,37,0,0,21
105372855,68,0,4,8,3,0,0,0,26,9,2,49
105372867,0,0,0,0,0,0,0,0,0,0,0,0
105372883,81,453,126,409,95,0,14,0,18,21,12,109
105372911,18,0,0,2,1,158,0,0,0,2,2,31
105373057,0,489,168,0,0,0,0,0,0,2,0,0
105373071,363,149,131,14,13,0,34,0,41,112,589,339
105373090,735,638,644,958,989,48,230,101,304,1167,1312,758
105373091,13,144,14,10,3,0,0,1,2,44,43,11
105373094,41,0,2,0,2,0,0,0,5,20,11,7
105373099,219,335,161,132,55,1,34,0,53,225,208,282
105373102,0,2,4,0,0,0,0,0,0,0,0,0
105373132,1572,448,228,555,1416,1,148,209,385,3816,7382,1709
105373133,0,0,0,0,2,0,0,0,0,0,0,2
105373154,0,0,0,0,0,0,0,0,0,0,0,0
105373156,0,1,66,40,8,3,0,0,7,1,1,0
105373226,0,0,0,1,2,0,0,0,0,0,0,0
105373237,111,420,161,12,7,0,6,0,20,73,75,169
105373242,9,0,1,0,0,0,0,0,0,0,0,1
105373244,165,175,112,23,41,118,162,0,51,50,67,221
105373256,0,7,0,2,8,0,0,0,0,4,0,0
105373268,3802,1219,1312,2503,4260,0,237,114,401,1762,1131,4244
105373280,166,42,28,176,273,0,0,331,21,50,94,183
105373289,61,295,171,128,71,0,0,142,49,133,135,81
105373297,0,0,0,1,2,0,0,0,0,0,0,0
105373311,1088,422,353,9340,18899,591,2284,117,2582,219,0,1304
105373314,9,22,89,54,51,0,0,0,14,23,22,21
105373347,4,0,25,6,0,0,0,0,1,0,0,2
105373352,0,0,0,0,0,0,0,0,0,0,4,2
105373353,0,110,0,0,0,0,0,0,0,0,0,0
105373368,0,0,0,0,0,0,0,0,0,5,4,0
105373377,0,0,0,0,0,0,20,0,0,0,0,0
105373380,3,0,0,0,0,0,0,0,0,0,0,0
105373381,2,25,36,0,5,15,0,63,0,79,118,0
105373382,4,0,29,4,8,0,0,0,0,199,217,0
105373386,17,7,6,10,8,1,29,0,24,19,26,33
105373395,0,0,0,10,0,0,0,0,0,0,0,0
105373397,0,0,0,16,4,0,0,0,6,0,0,0
105373442,0,0,0,0,0,0,0,0,0,0,0,0
105373468,354,527,464,415,510,0,77,79,91,255,335,365
105373472,62,618,217,37,54,0,2,6,7,42,38,118
105373474,2,65,7,0,0,0,5,0,0,7,5,10
105373477,526,258,951,734,737,0,70,174,90,633,1012,500
105373480,0,0,17,0,2,1,30,0,19,23,3,2
105373489,5,1182,725,531,358,0,132,76,323,4,2,8
105373498,392,427,868,187,241,28,37,10,19,186,332,436
105373551,54,2,14,13,36,142,6,66,164,23,7,45
105373602,0,0,0,0,0,0,0,0,0,0,0,0
105373606,512,527,660,491,800,169,1242,341,398,545,749,575
105373619,0,0,0,0,0,0,0,0,0,0,0,0
105373759,608,1317,1015,567,637,7,579,38,761,706,865,723
105373764,21,0,1,0,0,0,0,0,20,10,9,33
105373780,33,0,0,10,0,110,0,0,0,4,0,19
105373800,8,143,45,23,16,0,0,1,23,3,13,20
105373801,215,769,314,400,222,199,117,1,235,10,4,207
105373840,2,128,16,0,5,0,15,0,3,9,2,4
105373926,52,105,20,13,2,0,0,0,2,0,8,75
105373957,291,0,32,6,19,0,0,0,7,961,772,413
105373982,238,1072,501,381,206,171,80,76,599,124,126,212
105373983,9,34,32,12,2,0,1,0,0,1,0,23
105373984,4,0,0,0,0,0,0,0,0,4,2,8
105373985,95,24,40,25,124,0,0,0,44,63,15,147
105373986,3,0,0,0,2,0,0,0,1,0,0,0
105373987,223,45,76,104,108,0,4,0,35,65,49,358
105373988,32,87,73,27,13,0,126,2,12,81,259,29
105373989,657,3324,2544,50,47,1,0,593,13,6892,6199,1132
105373990,290,520,288,327,642,0,54,105,516,193,219,374
105373991,0,0,0,103,87,0,0,0,0,23,4,0
105374013,1138,1225,1291,783,360,146,222,202,197,1282,2503,1310
105374089,221,116,482,182,173,0,123,100,114,358,362,242
105374091,241,173,219,188,196,0,358,0,302,247,127,312
105374103,16,0,8,0,0,0,2,0,0,20,49,23
105374156,7,0,12,0,2,0,0,0,0,10,5,20
105374250,0,0,0,0,0,0,0,0,1,0,3,0
105374278,8,1,4,0,0,3,0,0,12,78,44,15
105374297,1,0,1,5,1,0,1,0,0,7,17,2
105374299,0,0,3,0,0,4,0,0,1,5,4,0
105374301,25,245,144,161,193,3,70,89,5,1036,1396,47
105374312,1,0,0,0,0,0,13,0,111,0,0,0
105374313,21,0,0,0,3,0,23,0,0,0,3,15
105374314,0,0,0,0,0,0,0,0,6,0,1,0
105374372,405,358,419,592,1283,0,185,154,178,26,12,387
105374378,42,197,158,17,37,0,19,60,77,101,91,53
105374379,138,93,39,39,21,46,1,44,4,2,4,84
105374380,0,0,0,0,2,0,0,0,5,23,1,0
105374382,122,34,65,8,6,0,2,66,5,6,12,117
105374567,141,387,275,88,66,14,9,41,108,115,45,186
105374620,0,0,0,0,0,0,0,0,0,0,0,0
105374693,5748,2,2,3,3,6,0,0,0,7,0,6502
105374700,0,0,0,0,0,0,0,0,0,0,0,0
105374752,0,0,0,0,2,0,0,0,0,0,0,0
105374753,710,63,336,102,134,64,394,68,532,16,92,758
105374860,289,6124,3022,6911,2590,0,196,1159,692,1182,512,307
105374861,2,0,2,0,0,0,0,23,0,2,6,5
105374874,127,13,96,68,56,0,0,0,33,86,117,128
105374908,5,3,43,20,8,0,0,0,0,18,10,0
105375007,0,0,0,0,0,0,0,0,0,0,0,0
105375039,396,16847,7144,4739,1696,645,885,120,10611,261,146,475
105375057,21,33,16,5,14,63,21,0,19,0,4,6
105375092,0,2,5,1,2,0,0,0,0,0,1,0
105375104,148,20,149,69,26,0,30,102,53,90,55,174
105375105,72,621,316,92,172,0,98,2,66,102,31,93
105375106,27,177,101,16,14,0,4,0,0,4,0,22
105375107,0,60,9,0,2,0,10,0,4,0,0,2
105375108,0,0,0,0,0,0,0,0,0,0,0,0
105375109,0,9,0,0,2,0,0,0,1,8,4,2
105375110,1033,3130,1519,3782,3269,47,411,552,3001,2159,362,1651
105375112,0,144,54,1,0,0,7,0,10,2,1,2
105375131,24,0,6,4,6,0,0,0,0,0,2,60
105375205,0,3939,4017,811,1176,62,84,95,128,0,1,0
105375274,0,0,0,0,2,0,0,0,0,0,0,2
105375297,0,0,0,0,0,0,0,0,0,0,0,0
105375302,0,0,0,0,0,0,0,0,0,0,1,1
105375303,1,74,1,0,0,0,0,0,6,0,5,10
105375304,13,0,26,103,103,0,0,0,0,0,0,10
105375305,119,1037,315,150,109,1,145,37,106,63,39,80
105375316,0,1,7,1,0,0,0,0,0,0,4,0
105375354,37,410,191,41,37,0,23,96,19,23,34,32
105375355,179,1166,763,174,123,0,182,273,431,58,96,219
105375383,31,0,5,3,2,0,0,0,0,2,6,25
105375396,7,0,28,13,8,0,0,0,0,5,5,7
105375433,338,209,492,211,354,0,181,63,147,150,169,457
105375612,0,0,16,15,3,75,0,0,0,0,0,0
105375620,813,3230,2439,967,965,409,252,216,578,640,729,1079
105375621,71,97,83,2,4,0,71,0,75,12,21,125
105375661,11,0,1,0,0,1,0,0,0,2,1,8
105375667,0,0,0,0,0,0,0,0,0,0,0,0
105375678,6,94,70,8,2,0,0,0,0,0,7,10
105375816,0,0,1,0,0,0,0,0,0,0,0,2
105375817,0,0,0,0,0,0,0,0,14,0,0,1
105375840,0,0,0,0,1,5,0,0,0,0,0,0
105375861,0,0,0,0,0,0,0,0,0,2,1,0
105375938,18,61,74,0,4,0,0,0,1,2,0,20
105375950,2,124,2,0,2,0,6,0,4,2,0,2
105375975,0,0,0,0,0,0,0,0,0,0,0,0
105376047,269,199,69,123,55,40,145,30,144,44,31,306
105376056,496,40,414,38,67,0,104,20,248,10,7,533
105376057,69,70,20,36,15,0,12,0,24,58,37,79
105376060,401,1488,709,305,152,1,89,193,302,698,482,431
105376066,341,948,454,518,480,150,760,219,564,585,539,348
105376068,112,336,189,245,85,7,220,382,438,488,516,201
105376114,42,114,162,276,228,15,55,47,21,16,14,21
105376153,13,0,4,2,4,12,38,0,3,1,2,4
105376204,139,180,113,137,131,248,75,0,116,6,9,145
105376335,13,333,65,40,17,1,19,4,66,7,10,15
105376336,15,41,130,103,51,0,22,0,32,18,13,40
105376337,1838,3874,2235,1443,1578,2414,8770,367,6985,2318,2983,1938
105376339,338,0,0,0,0,0,0,0,0,266,500,400
105376341,132,0,25,48,10,101,5,0,0,12,14,142
105376351,0,0,0,0,2,1,0,0,0,6,0,0
105376353,0,0,0,10,6,0,0,0,0,0,0,6
105376432,21,0,4,46,22,1,163,2,30,0,2,28
105376501,109,0,0,67,55,0,0,0,0,0,0,179
105376502,105,59,75,17,4,0,5,194,1,1944,1939,84
105376525,87,0,44,9,7,0,9,0,23,24,40,66
105376526,11,90,52,15,2,0,107,95,108,665,548,33
105376544,317,253,315,291,442,132,207,0,388,33,18,331
105376667,0,0,3,0,12,0,58,0,1,9,17,3
105376671,36,0,12,11,21,2,43,0,59,22,23,51
105376678,253,397,260,6,45,0,6,0,48,174,118,270
105376684,55,2280,1366,127,105,0,57,2,18,27,23,41
105376685,3,0,0,0,0,0,0,0,1,0,1,2
105376714,66,98,116,12,12,0,1,0,8,0,2,42
105376719,19,0,0,3,0,0,0,0,0,8,0,10
105376731,1573,450,141,76,18,402,36,465,64,67,58,1455
105376732,423,411,573,212,119,64,69,72,299,68,60,445
105376734,0,0,0,2,0,0,0,0,0,0,0,0
105376746,481,647,560,294,455,0,46,44,121,438,555,519
105376747,0,0,3,0,0,0,0,0,0,0,1,1
105376752,118,264,163,130,263,1,82,47,108,130,174,57
105376777,2,0,4,0,0,0,0,0,0,1,0,0
105376779,1,113,139,0,0,0,12,0,0,7,1,12
105376780,549,153,150,94,175,0,263,0,109,238,224,558
105376791,3,119,32,0,0,10,0,0,0,8,14,6
105376798,76,101,35,13,28,0,0,0,4,32,51,80
105376847,682,559,567,230,498,0,33,5,156,20,18,751
105376849,0,33,7,1,0,0,0,0,29,0,0,1
105376851,82,302,169,136,236,130,65,55,198,108,136,141
105376854,12,0,0,2,22,0,0,0,0,0,0,15
105376855,76,0,18,65,93,0,46,33,103,98,66,84
105376875,0,1,0,2,0,14,0,1,0,1,0,4
105376887,4,1,9,0,2,0,2,43,10,4,9,0
105376900,47,43,57,290,74,0,11,1,28,78,65,50
105376902,1776,468,246,42,23,1,911,24,470,16,47,1586
105376906,4,0,2,0,7,4,0,2,0,1,0,2
105376907,21,28,28,83,25,0,2,5,6,60,19,31
105376908,37,23,6,2,4,0,0,0,1,3,5,20
105376909,35,6,70,18,37,0,44,0,47,45,126,30
105376910,6,40,0,0,4,0,0,0,0,0,2,0
105376911,70,65,66,108,146,121,22,45,41,84,74,119
105376917,0,0,4,0,1,9,1,0,0,0,8,0
105376955,0,0,0,0,0,0,0,0,0,6,1,0
105377021,5,0,4,8,4,0,1,0,0,3,2,8
105377132,40,0,1,0,2,0,6,0,0,0,5,16
105377133,56,3106,1473,1188,358,0,871,676,3244,1223,1244,107
105377135,111,626,250,269,184,0,67,55,464,185,177,101
105377170,127,0,12,42,41,0,0,88,10,74,48,129
105377189,0,0,0,0,0,0,0,0,0,0,6,0
105377197,95,47,285,190,102,0,87,195,39,145,272,136
105377200,835,1339,679,1295,1058,0,929,602,847,1154,1133,968
105377206,1213,923,795,645,219,33,176,216,163,1729,1732,1301
105377207,2,0,0,0,0,0,0,1,0,0,4,6
105377210,78,26,292,107,215,0,6,0,25,219,183,148
105377310,41,39,40,68,81,0,79,53,99,65,35,31
105377368,4,0,0,0,0,0,0,0,0,0,0,0
105377532,0,0,0,0,0,0,0,0,0,6,0,0
105377594,308,0,0,35,41,5,0,0,14,0,0,317
105377595,19,0,0,10,5,0,0,0,0,0,0,18
105377621,56,224,53,203,126,0,62,0,85,54,33,57
105377622,31,153,401,21,63,28,36,324,67,16,4,52
105377623,199,234,113,136,91,0,24,0,61,27,36,212
105377624,2,0,0,0,5,0,0,0,0,2,0,6
105377637,1005,6369,2314,968,724,635,962,122,2358,23,8,1203
105377638,0,0,1,1,0,0,0,0,0,0,0,8
105377639,0,0,0,0,0,0,0,0,0,0,0,0
105377643,5,0,0,9,1,0,0,0,0,0,0,3
105377650,89,52,105,32,115,0,104,685,471,29,25,207
105377716,0,0,0,3,0,0,0,0,4,0,0,1
105377746,0,0,0,1,0,0,0,0,6,0,0,0
105377772,2,0,0,0,0,0,0,0,0,11,12,2
105377774,3173,956,1234,1458,1141,118,675,642,828,761,1023,3081
105377777,0,0,0,0,0,0,0,0,0,0,0,0
105377789,0,0,0,0,0,0,0,0,0,0,0,0
105377792,0,0,0,0,0,0,0,0,0,0,1,0
105377805,1,0,4,0,1,1,70,11,26,0,0,2
105377808,250,66,57,176,334,1,6,0,153,1,2,270
105377819,0,0,0,0,0,0,0,0,0,6,0,0
105377821,0,0,0,0,0,238,0,0,0,0,0,0
105377825,0,0,0,0,0,0,0,0,0,0,0,0
105377866,143,264,286,151,174,233,33,1,35,0,3,186
105378056,28,91,142,6,4,122,35,145,139,0,0,41
105378081,12,0,6,12,3,0,0,0,0,0,0,7
105378101,128,958,257,235,125,72,100,3,149,34,24,87
105378105,0,0,0,0,0,39,0,34,0,0,0,0
105378107,0,0,0,0,0,0,0,0,0,4,0,0
105378145,0,0,0,0,0,0,0,0,0,0,0,0
105378146,0,0,0,0,0,0,0,0,0,0,0,3
105378148,12,92,38,18,19,0,28,0,0,2,0,2
105378152,6,67,6,6,2,0,0,0,1,9,16,0
105378158,5,0,0,0,0,0,0,0,0,0,0,0
105378159,0,13,1,0,0,0,0,0,0,0,0,0
105378160,0,0,0,0,0,0,0,0,0,0,0,0
105378161,0,0,0,0,0,0,0,0,0,0,0,0
105378176,165,72,159,111,162,272,69,66,15,254,381,241
105378189,451,34,24,16,9,0,0,0,9,364,818,499
105378190,0,0,34,0,0,0,0,0,0,5,0,0
105378191,198,693,412,32,21,0,49,0,62,375,240,264
105378192,151,465,529,293,266,0,65,52,97,40,51,155
105378193,0,0,0,0,1,0,0,0,0,0,0,0
105378220,15,0,12,0,4,0,0,0,18,0,4,7
105378254,2,0,0,0,0,0,0,0,0,0,0,0
105378260,95,0,0,0,0,0,2,0,0,0,0,92
105378283,0,0,0,0,0,0,0,0,0,0,0,0
105378423,119,20,42,197,356,0,37,0,46,119,33,118
105378479,6,0,42,0,6,0,8,0,80,0,0,0
105378510,107,0,25,52,42,0,32,38,121,36,27,81
105378559,0,990,636,423,213,0,0,51,72,207,199,0
105378577,7,281,30,0,6,0,12,107,61,0,0,10
105378578,0,0,0,0,0,0,0,0,0,0,0,0
105378579,42,307,152,46,23,0,28,0,39,55,13,72
105378592,402,193,205,236,172,1,74,253,13,136,241,499
105378594,1064,1287,1114,2165,1660,275,771,586,1906,1438,2074,1281
105378684,352,146,503,151,73,0,168,188,266,120,127,398
105378722,55,17,56,33,101,0,0,0,11,17,20,70
105378775,363,620,322,251,77,434,18,260,38,76,206,355
105378803,4,0,0,0,0,257,0,0,5,0,2,10
105378804,22,0,0,12,8,0,0,0,0,10,3,20
105378828,110,252,59,111,57,0,0,46,16,16,6,58
105378832,3,0,0,0,0,0,0,0,8,0,0,5
105378846,889,68,281,554,451,0,119,35,161,730,784,950
105378862,1348,87,36,108,69,63,265,60,790,308,570,1603
105378947,35,71,67,41,18,0,3,0,7,13,10,19
105378948,538,3237,1766,263,171,103,1654,409,506,641,508,570
105378949,807,4436,2582,966,954,419,687,148,5890,937,900,844
105378950,70,0,61,127,86,84,40,148,60,35,22,104
105378951,44,65,37,0,4,0,148,7,80,54,45,66
105378952,16,0,0,0,2,1,0,0,0,32,14,4
105378954,135,108,191,150,122,0,44,0,40,5,1,119
105378955,0,0,0,1,0,0,0,0,0,0,0,0
105378957,2,0,0,0,0,0,0,0,0,0,0,0
105378958,6,0,0,0,0,0,0,0,0,0,0,0
105378979,7,0,16,18,11,0,2,0,0,25,8,23
105378994,61,9608,3073,99,48,84,143,0,115,37,30,89
105379029,3,36,0,5,12,0,0,0,1,0,0,6
105379045,1537,2721,2434,1938,2225,136,677,215,1173,1690,1850,1726
105379046,166,13357,3829,466,274,154,1169,559,1049,432,179,164
105379054,25,16,192,714,999,11,100,19,124,78,54,51
105379177,1817,1645,1477,1768,1930,935,8130,463,4855,1032,1494,1798
105379194,17,80,57,0,21,18,15,32,89,29,22,11
105379197,21,38,10,0,10,0,0,0,0,7,28,14
105379198,20,0,31,3,0,0,0,0,17,7,3,19
105379199,0,0,0,0,0,0,0,0,0,0,0,0
105379200,179,515,156,202,121,0,14,0,32,18,18,241
105379210,0,0,0,0,0,0,0,0,0,0,0,0
105379211,0,0,0,4,5,26,0,0,0,0,0,0
105379238,13,0,0,18,8,0,0,0,11,0,0,20
105379247,0,49,5,0,1,0,18,0,0,1,0,0
105379260,68,2,497,0,2,0,57,199,493,0,0,110
105379261,2,0,0,0,0,0,0,0,0,0,0,0
105379272,0,0,0,0,0,0,0,0,0,0,0,0
105379282,1360,1503,1115,4936,1669,0,283,66,986,766,652,1287
105379290,5,34,66,43,11,42,0,0,0,0,0,17
105379398,0,0,0,0,1,0,0,0,0,0,0,0
105379399,1,0,0,0,0,0,0,0,0,0,0,0
105379411,98,222,73,41,53,99,15,0,127,74,85,69
105379416,4,176,64,51,18,0,2,0,4,15,11,12
105379419,4,0,2,0,0,0,0,0,0,0,0,0
105379422,0,0,0,0,0,0,0,0,0,0,0,0
105379423,0,0,0,0,0,0,0,0,0,0,0,0
105379425,0,0,0,0,0,0,0,0,0,0,0,0
105379427,0,0,0,0,0,0,0,0,0,0,0,0
105379433,0,0,0,0,0,0,0,0,0,0,0,0
105379443,20,35,42,4,14,49,8,1,84,8,8,14
105379472,44,120,48,0,32,0,6,0,75,27,28,39
105379473,0,0,0,0,0,0,0,0,0,0,0,0
105379474,0,0,0,0,0,0,0,0,0,0,0,0
105379522,0,0,0,0,0,0,0,0,0,0,0,0
105379528,0,0,0,0,0,0,0,0,0,0,0,0
105379532,0,0,0,0,0,0,0,0,0,0,0,0
105379534,0,0,0,0,0,0,0,0,0,0,0,0
105379538,0,0,0,0,0,0,0,0,0,0,0,0
105379539,0,0,0,0,0,0,0,0,0,0,0,0
105379541,0,0,0,0,0,0,0,0,0,0,0,0
105379542,0,0,0,0,0,0,0,0,0,0,0,0
105379545,0,0,0,0,0,0,0,0,0,0,0,0
105379546,0,0,0,0,0,0,0,0,0,0,0,0
105379547,0,0,0,0,0,0,0,0,0,0,0,0
105379550,0,0,0,0,0,0,0,0,0,0,0,0
105379554,0,0,0,0,0,0,0,0,0,0,0,0
105379557,0,0,0,0,0,0,0,0,0,0,0,0
105379559,0,0,0,0,0,0,0,0,0,0,0,0
105379561,0,0,0,0,0,0,0,0,0,0,0,0
105379672,0,0,0,0,0,0,0,0,0,0,0,0
10538,14,0,12,0,1,0,0,0,0,736,73,3
10539,2465,5255,6913,9058,9627,1107,5516,1093,6741,5129,2598,2760
1054,9807,9748,7890,6370,5967,1251,4561,1478,3561,6634,6855,9169
10540,7738,7493,6799,11586,9453,1168,5608,2031,9546,8434,5939,8838
10541,11012,13878,12028,16196,24461,3245,18123,2751,20361,5474,3028,11973
10542,4775,1680,2305,8174,8279,1431,8777,602,8843,3248,2239,5323
10544,2168,584,1469,3824,4163,240,4522,318,9141,142,171,2068
10548,7917,5575,8138,18157,10603,268,3229,3193,5838,7152,4961,9240
10549,3426,1819,3197,9812,10281,606,3799,1046,8497,3769,1819,3907
10550,7687,2688,4270,17079,16087,907,4196,2347,12735,7425,7009,8446
10551,2979,887,6758,23,106,478,685,197,191,31295,4057,3698
10552,6690,12726,17943,12436,12481,1542,5225,3305,12077,3319,2276,7414
10553,2807,3526,5999,8693,10524,176,2699,1532,5917,4211,1615,3428
10554,9,12,8,653,679,0,115,135,199,296,183,20
10555,4533,10323,11851,6264,4488,2108,5269,6607,22715,4529,3356,4922
10556,2969,1213,1673,1766,2029,509,1642,262,956,1402,1439,3055
10557,1342,2894,1867,2318,2298,481,709,526,665,1195,844,1410
10558,5396,5035,8483,9885,7939,1717,10759,2830,11536,2045,1737,5706
10559,2115,915,1150,1958,2140,390,640,171,1207,4903,4843,2437
1056,514,2547,1380,234,165,3,287,74,115,200,198,559
